Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,class
5,30.0,1,4.0,107,4376.902655,0.007272727,0.021707552,0.0,0.0,2,2,2,4,0,0
0,0.0,0,0.0,2,9.0,0.0,0.1,0.0,0.0,2,2,2,3,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,3,2,1,1,0,0
0,0.0,0,0.0,30,480.5,0.033333333,0.073333333,0.0,0.0,2,2,7,6,0,0
8,121.425,3,273.5,100,2565.797222,0.001869159,0.012071651,0.0,0.0,2,2,7,13,1,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,1,4,1,0,0
6,151.7,0,0.0,34,799.327381,0.017647059,0.023340336,0.0,0.0,3,2,1,2,0,0
9,243.25,3,1475.25,79,3497.214286,0.003448276,0.012643678,32.59864309,0.0,2,2,2,2,0,0
0,0.0,0,0.0,34,1006.257576,0.0,0.015196078,0.0,0.0,2,2,7,3,0,0
3,145.2,0,0.0,11,1646.366667,0.0,0.027777778,0.0,0.0,2,2,2,1,0,0
4,207.0,0,0.0,31,1592.233333,0.0,0.011574074,57.06546413,0.0,2,2,4,1,0,0
14,128.8095238,2,41.6,37,1584.770476,0.009302326,0.029296378,0.0,0.0,2,2,1,2,0,0
5,96.0,0,0.0,81,2833.814103,0.00021645,0.025137085,0.0,0.0,4,1,7,2,0,0
0,0.0,0,0.0,21,1128.583333,0.0,0.013043478,3.685400817,0.0,2,2,1,2,0,0
0,0.0,0,0.0,8,316.0,0.0,0.019047619,0.0,0.0,1,1,1,2,1,0
7,56.3,0,0.0,15,315.4,0.0,0.011111111,0.0,0.0,2,2,1,2,0,0
0,0.0,0,0.0,18,490.3,0.011111111,0.022222222,0.0,0.0,2,2,1,13,0,0
0,0.0,0,0.0,55,1728.025397,0.049318182,0.071645022,0.0,0.0,3,2,1,6,0,0
3,100.0,0,0.0,27,730.7916667,0.016,0.027555556,0.0,0.0,3,2,3,11,0,0
0,0.0,0,0.0,60,3386.0,0.025333333,0.063888889,0.0,0.8,2,2,1,6,0,0
1,43.0,1,0.0,3,65.0,0.0,0.04,0.0,0.6,2,2,1,4,0,0
0,0.0,0,0.0,5,73.0,0.04,0.08,0.0,0.4,2,2,1,3,0,0
0,0.0,0,0.0,59,1560.601163,0.005172414,0.010673235,0.0,0.0,1,1,1,2,0,0
0,0.0,0,0.0,12,234.0,0.015384615,0.053846154,0.0,0.0,2,2,4,14,1,0
7,98.8,0,0.0,5,69.4,0.022222222,0.033333333,0.0,0.0,3,2,2,5,1,0
0,0.0,0,0.0,4,81.5,0.0,0.025,0.0,0.0,1,1,2,4,1,0
0,0.0,0,0.0,6,38.5,0.066666667,0.1,0.0,0.0,2,10,7,1,0,0
6,301.2,0,0.0,87,1836.983333,0.009782609,0.026449275,0.0,0.0,2,2,6,3,0,0
3,107.4285714,0,0.0,59,1843.187696,0.014385965,0.041993382,5.71562257,0.0,2,2,7,7,1,0
0,0.0,0,0.0,13,1461.416667,0.021978022,0.047163947,0.0,0.0,3,2,3,11,1,0
0,0.0,0,0.0,30,1737.016667,0.034482759,0.048357964,1.444763592,0.0,3,2,4,3,1,0
3,281.0,0,0.0,6,145.0,0.0,0.025,0.0,0.0,3,2,8,8,0,0
0,0.0,0,0.0,3,35.0,0.0,0.066666667,0.0,0.0,4,1,1,1,0,0
4,95.75,12,886.25,154,7838.556598,0.00376506,0.014926307,0.0,0.0,3,2,6,2,1,0
0,0.0,0,0.0,10,1678.333333,0.0,0.02,0.0,0.0,2,2,1,2,0,0
0,0.0,0,0.0,5,1439.5,0.0,0.08,0.0,0.0,2,2,4,2,0,0
0,0.0,0,0.0,91,4157.633333,0.01,0.028013468,0.0,0.0,2,2,1,13,0,0
10,317.9583333,4,821.0,20,781.425,0.0,0.002666667,0.0,0.0,2,2,7,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,3,1,0,0
3,19.33333333,0,0.0,28,710.9083333,0.006451613,0.012903226,0.0,0.0,2,2,8,3,0,0
10,155.8458333,4,155.375,128,4391.876232,0.008759124,0.022411525,0.0,0.0,1,2,1,2,0,0
6,113.0,0,0.0,18,359.4,0.008333333,0.05,0.0,0.0,2,2,3,1,0,0
5,135.25,0,0.0,26,794.9928571,0.007407407,0.026419753,33.44471217,0.0,1,1,1,2,0,0
8,246.5333333,0,0.0,79,2150.433333,0.007228916,0.020883534,17.35448787,0.0,1,1,1,3,0,0
2,13.875,0,0.0,26,1939.155952,0.006451613,0.026352357,24.69983785,0.0,3,2,1,2,1,0
0,0.0,0,0.0,3,67.5,0.0,0.066666667,0.0,0.0,1,1,3,3,1,0
2,94.6,1,74.6,16,199.0,0.0,0.015789474,0.0,0.0,1,2,9,2,0,0
0,0.0,0,0.0,15,183.8333333,0.066666667,0.073333333,0.0,0.8,3,2,1,3,0,0
4,121.5,0,0.0,2,34.0,0.0,0.023809524,0.0,0.0,2,2,9,8,0,0
15,591.6636364,0,0.0,56,2504.413636,0.004918033,0.011662763,8.184095082,0.0,3,2,1,2,0,0
8,103.5,0,0.0,64,1550.211111,0.0,0.016086957,7.868950242,0.0,2,2,2,14,1,0
0,0.0,0,0.0,16,340.65,0.060416667,0.063690476,0.0,0.0,3,2,2,3,1,0
3,23.0,0,0.0,30,465.4166667,0.0,0.009375,50.66498303,0.0,4,1,4,3,0,0
0,0.0,0,0.0,33,889.72,0.012121212,0.044444444,0.0,0.0,2,2,3,1,0,0
0,0.0,2,6.333333333,16,301.3333333,0.033333333,0.088888889,0.0,0.0,2,2,3,2,0,0
3,314.5,0,0.0,22,2837.166667,0.0,0.008333333,0.0,0.0,2,4,2,2,0,0
0,0.0,0,0.0,7,43.0,0.085714286,0.121428571,0.0,0.0,3,2,1,1,0,0
1,4.0,0,0.0,8,492.25,0.0,0.044444444,0.0,0.0,2,2,1,2,0,0
0,0.0,0,0.0,30,360.4733333,0.013333333,0.036666667,0.0,0.0,1,1,1,3,0,0
0,0.0,0,0.0,43,1650.416667,0.0,0.003875969,0.0,0.0,2,2,7,3,1,0
0,0.0,0,0.0,30,390.6666667,0.006666667,0.056666667,0.0,0.0,2,6,6,1,0,0
4,124.0,0,0.0,3,165.0,0.0,0.033333333,0.0,0.0,2,6,4,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,4,1,0,0
1,6.0,0,0.0,57,1836.775,0.0,0.004093567,0.0,0.0,2,2,7,2,0,0
0,0.0,0,0.0,7,93.7,0.028571429,0.071428571,0.0,1.0,3,2,2,4,1,0
3,83.4,0,0.0,43,2013.659524,0.0,0.009090909,0.0,0.0,2,2,1,20,0,0
0,0.0,1,57.0,5,454.0,0.0,0.05,0.0,0.0,2,2,3,6,0,0
0,0.0,0,0.0,10,140.0,0.04,0.07,0.0,0.8,1,8,3,1,0,0
19,739.1948718,1,8.0,114,4269.493146,0.001574803,0.016980377,8.466384757,0.0,2,2,2,1,0,0
3,94.0,0,0.0,19,707.2666667,0.0,0.035714286,0.0,0.0,2,2,4,2,0,0
7,46.2,0,0.0,22,280.0466667,0.00952381,0.012698413,0.0,0.0,2,2,1,3,1,0
2,17.0,0,0.0,30,1448.928571,0.043851852,0.069954545,0.0,0.0,3,2,1,13,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,1,3,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,3,1,0,0
0,0.0,0,0.0,10,357.5555556,0.0,0.022222222,0.0,0.0,1,8,3,11,0,0
3,43.0,0,0.0,10,427.1666667,0.0,0.015384615,0.0,0.0,3,2,9,3,0,0
0,0.0,0,0.0,10,240.75,0.0,0.02,0.0,0.0,2,2,9,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,3,1,1,0
2,44.5,0,0.0,35,1330.666667,0.005882353,0.014705882,0.0,0.0,2,2,6,3,0,0
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,2,2,1,2,0,0
0,0.0,0,0.0,40,1090.566667,0.018392857,0.041198413,0.0,0.0,2,4,1,6,0,0
0,0.0,0,0.0,27,2098.238095,0.037037037,0.043518519,0.0,0.8,2,2,1,3,0,0
0,0.0,0,0.0,14,1037.5,0.014285714,0.047619048,0.0,0.0,2,2,4,2,0,0
2,267.8,0,0.0,6,616.5,0.028571429,0.038095238,0.0,0.0,3,2,3,4,0,0
9,124.4266667,0,0.0,19,720.6766667,0.0,0.018933333,0.0,0.0,2,2,7,4,0,0
1,3.0,1,302.0,7,539.5,0.0,0.0125,0.0,0.0,2,2,4,2,1,0
0,0.0,0,0.0,36,777.2175325,0.029166667,0.018068783,0.0,1.0,1,1,7,3,1,0
0,0.0,0,0.0,141,2886.523521,0.004316547,0.018798094,0.0,0.8,2,2,4,3,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,2,9,3,0,0
0,0.0,0,0.0,36,788.5,0.0,0.025,0.0,0.0,2,6,3,3,0,0
2,32.0,0,0.0,7,164.5,0.0,0.008333333,0.0,0.4,2,2,1,4,0,0
7,169.5,0,0.0,21,484.95,0.008695652,0.037681159,0.0,0.0,1,2,2,2,0,0
5,494.1666667,0,0.0,8,204.0,0.0,0.030769231,0.0,0.0,2,4,4,1,0,0
7,340.6111111,2,129.0,57,4516.588312,0.005,0.015180847,8.052616667,0.0,2,2,1,2,0,0
1,19.0,0,0.0,16,278.9142857,0.007142857,0.04,0.0,0.0,1,8,1,4,1,0
3,61.65,7,380.9571429,102,3025.290325,0.014102564,0.019800052,11.43180835,0.0,3,2,1,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,13,9,20,0,0
10,236.9,0,0.0,19,538.2,0.0,0.00952381,0.0,0.0,2,5,3,6,0,0
0,0.0,0,0.0,38,1593.583333,0.0,0.010526316,0.0,0.0,2,2,2,1,0,0
0,0.0,0,0.0,72,2494.8171,0.002777778,0.013842593,0.0,0.0,1,2,1,11,0,0
0,0.0,0,0.0,40,4175.75,0.048333333,0.106,0.0,1.0,2,2,1,3,1,0
1,4.0,0,0.0,26,242.1095238,0.0,0.004273504,0.0,0.0,4,1,2,1,0,0
0,0.0,0,0.0,48,1916.873737,0.017391304,0.050362319,0.0,0.0,2,2,5,1,0,0
5,157.3333333,0,0.0,76,3923.586111,0.000865801,0.013675718,0.0,0.0,2,2,8,2,1,0
0,0.0,0,0.0,49,1384.016667,0.0,0.011904762,0.0,0.0,2,2,1,2,0,0
5,129.625,1,15.0,25,389.4107143,0.007692308,0.014102564,0.0,0.0,3,2,1,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,6,2,0,0
0,0.0,0,0.0,30,397.0,0.0,0.02,0.0,0.0,2,2,7,2,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,5,1,0,0
0,0.0,0,0.0,3,48.0,0.0,0.033333333,0.0,0.0,2,2,5,1,1,0
0,0.0,0,0.0,16,729.0,0.0125,0.040625,0.0,0.0,2,4,1,3,0,0
14,325.48,6,22.6,24,359.63,0.024324324,0.042342342,0.0,0.0,1,1,2,4,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,5,3,0,0
0,0.0,0,0.0,16,1599.266667,0.0,0.013333333,0.0,0.0,4,2,2,13,0,0
0,0.0,0,0.0,4,66.5,0.0,0.025,0.0,0.0,2,2,1,10,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,1,20,1,0
1,16.25,0,0.0,34,456.525,0.006060606,0.03030303,0.0,0.0,1,1,4,1,1,0
0,0.0,0,0.0,26,1380.833333,0.0,0.018055556,0.0,0.0,2,6,4,13,0,0
15,1011.361111,2,171.5,54,1405.131241,0.0,0.006127451,37.41814196,0.0,3,2,3,2,1,0
6,190.4166667,0,0.0,78,3913.98703,0.005424955,0.006561181,0.0,0.0,3,2,5,1,1,0
3,315.3333333,1,141.5,42,3009.0875,0.004021164,0.0323655,0.0,0.0,1,1,1,1,0,0
0,0.0,0,0.0,5,72.0,0.0,0.05,0.0,0.0,3,2,1,2,0,0
0,0.0,10,518.25,60,2068.248473,0.002857143,0.034058957,0.0,0.0,1,1,1,2,0,0
4,179.6071429,2,5.5,34,1045.102381,0.0,0.007603276,0.0,0.0,1,1,1,3,0,0
5,188.0,0,0.0,22,352.8,0.0,0.008,0.0,0.2,2,2,3,2,0,0
0,0.0,0,0.0,8,412.1666667,0.0,0.0125,0.0,0.0,3,2,4,6,0,0
2,33.0,0,0.0,22,460.6666667,0.0,0.025,0.0,0.6,3,2,3,1,0,0
0,0.0,0,0.0,5,0.0,0.2,0.2,0.0,0.6,3,2,8,13,0,0
0,0.0,2,75.0,14,442.3333333,0.0,0.034375,0.0,0.8,1,1,3,3,0,0
3,120.25,5,869.0,42,2066.927778,0.017391304,0.048188406,17.70684845,0.0,2,2,4,4,0,0
3,121.0,0,0.0,17,174.8333333,0.017647059,0.051764706,0.0,0.0,1,4,2,2,0,0
2,107.0,0,0.0,3,56.0,0.0,0.04,0.0,0.0,1,1,3,2,0,0
3,86.75,2,51.0,11,145.6666667,0.007692308,0.023076923,0.0,0.0,1,1,1,2,0,0
1,20.2,0,0.0,13,227.6,0.0,0.0,42.29306752,0.0,2,2,3,3,0,0
2,33.5,0,0.0,108,2270.908333,0.005504587,0.029663609,0.0,0.0,2,2,1,3,0,0
0,0.0,0,0.0,2,93.6,0.0,0.05,0.0,0.0,2,4,1,2,1,0
0,0.0,0,0.0,4,41.4,0.075,0.125,0.0,0.0,3,2,6,1,0,0
0,0.0,0,0.0,19,337.1666667,0.0,0.003508772,0.0,1.0,1,1,9,3,1,0
0,0.0,0,0.0,7,121.0,0.028571429,0.057142857,0.0,0.0,2,2,7,3,1,0
2,52.0,1,17.66666667,18,1262.0,0.0,0.00952381,0.0,0.0,2,2,1,2,0,0
0,0.0,0,0.0,41,3272.0,0.045238095,0.078571429,0.0,0.8,2,6,1,6,0,0
0,0.0,0,0.0,5,58.0,0.0,0.04,0.0,0.0,2,2,4,3,0,0
0,0.0,0,0.0,3,903.0,0.0,0.066666667,0.0,0.0,2,2,1,1,0,0
0,0.0,0,0.0,41,1423.833333,0.007317073,0.030243902,0.0,0.0,2,2,1,1,0,0
4,250.8571429,1,37.5,71,1145.571429,0.0,0.004054054,80.58733784,0.0,2,4,1,1,0,0
0,0.0,0,0.0,10,172.5,0.01,0.043333333,0.0,0.0,2,2,3,6,0,0
0,0.0,0,0.0,18,1844.416667,0.0,0.023529412,28.52788235,0.0,3,7,3,4,0,0
1,34.26666667,2,21.2,8,2398.766667,0.0,0.022222222,0.0,0.0,4,1,1,3,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,4,1,1,1,0
0,0.0,0,0.0,11,151.5,0.016666667,0.066666667,0.0,0.0,2,2,2,6,1,0
2,108.0,0,0.0,8,316.5,0.033333333,0.040740741,0.0,0.0,3,2,3,11,1,0
0,0.0,0,0.0,55,1165.623254,0.013207547,0.018742138,0.0,0.0,3,2,1,19,0,0
0,0.0,0,0.0,3,48.0,0.0,0.066666667,0.0,0.0,4,1,1,1,0,0
0,0.0,2,10.0,15,178.0,0.019607843,0.043137255,0.0,0.0,2,2,1,4,0,0
0,0.0,0,0.0,5,54.33333333,0.0,0.02,0.0,0.0,1,2,1,3,0,0
0,0.0,0,0.0,80,3279.407576,0.01875,0.041944444,0.0,0.4,2,4,7,2,0,0
6,77.33333333,1,52.33333333,6,126.6666667,0.0,0.016666667,0.0,0.0,1,1,1,2,0,0
3,16.0,0,0.0,63,3908.754762,0.0,0.001587302,1.298232174,0.0,4,1,6,4,0,0
0,0.0,0,0.0,7,108.25,0.0,0.028571429,0.0,0.0,2,2,7,2,1,0
0,0.0,0,0.0,7,245.4,0.025,0.08125,3.27121463,0.0,3,7,3,4,0,0
1,42.0,0,0.0,10,1057.0,0.022222222,0.014814815,0.0,0.0,3,2,8,15,1,0
0,0.0,0,0.0,15,803.3333333,0.0,0.038888889,0.0,0.0,4,1,1,2,0,0
0,0.0,0,0.0,7,24.0,0.042857143,0.1,0.0,0.8,2,4,1,3,0,0
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,2,4,1,7,0,0
4,598.375,0,0.0,126,4446.303175,0.001538462,0.015567766,3.333835543,0.0,2,2,3,2,0,0
4,76.25,0,0.0,141,3274.521154,0.0,0.008391608,6.425757643,0.0,2,2,1,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,4,3,1,0,0
0,0.0,0,0.0,14,253.1666667,0.014285714,0.04047619,0.0,0.6,3,2,8,13,0,0
0,0.0,0,0.0,2,21.0,0.0,0.05,0.0,0.8,2,2,9,3,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,2,2,3,3,0,0
4,23.375,2,231.6,35,996.1480769,0.006081081,0.041741742,0.0,0.0,2,2,5,2,1,0
4,562.0,0,0.0,22,1945.5,0.0,0.008333333,0.0,0.0,2,2,1,2,0,0
0,0.0,1,112.0,43,1866.107143,0.0,0.025,0.0,0.0,2,2,1,2,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,3,10,0,0
15,292.88,1,48.35,130,3645.909048,0.001459854,0.008515815,10.41358118,0.0,2,4,8,2,0,0
0,0.0,0,0.0,16,622.0,0.0,0.0125,0.0,0.0,2,10,2,6,0,0
1,7.125,6,1043.928571,73,3585.177579,0.008175105,0.024451608,0.0,0.0,3,2,5,2,0,0
6,1489.041667,0,0.0,12,879.8,0.0,0.005555556,0.0,0.0,2,2,4,2,1,0
3,59.2,0,0.0,9,1261.7,0.016666667,0.05,0.0,0.0,2,5,1,5,0,0
1,8.0,0,0.0,33,636.5833333,0.0,0.00625,0.0,0.0,3,2,1,2,0,0
2,126.0,0,0.0,6,127.1666667,0.05,0.04375,0.0,0.0,3,2,5,3,1,0
0,0.0,0,0.0,65,624.6248956,0.0,0.02359375,0.0,0.8,2,5,4,2,0,0
0,0.0,1,30.5,24,1689.134524,0.0,0.008,0.0,0.0,2,2,9,2,0,0
1,28.2,0,0.0,2,0.0,0.066666667,0.133333333,0.0,0.0,1,8,2,3,1,0
0,0.0,0,0.0,4,117.0,0.15,0.175,0.0,0.6,3,2,3,3,0,0
0,0.0,0,0.0,39,1020.013889,0.005405405,0.014226044,0.0,0.0,3,2,7,1,1,0
9,848.1428571,4,388.6666667,33,595.0095238,0.0,0.004651163,0.0,0.0,2,2,1,10,0,0
0,0.0,0,0.0,41,1066.339286,0.012195122,0.043292683,0.0,0.0,3,2,3,1,0,0
0,0.0,0,0.0,16,344.4,0.023529412,0.052941176,0.0,0.0,2,2,2,4,0,0
7,190.2628205,4,195.0,124,3197.290064,0.010320513,0.01989345,7.059929851,0.0,3,2,6,2,1,0
9,324.3,4,205.0,71,2816.43881,0.0,0.002666667,0.0,0.0,2,2,1,8,1,0
5,178.92,1,6.0,33,1017.576667,0.013157895,0.011842105,0.0,0.0,3,2,1,3,0,0
2,103.3,0,0.0,38,1649.766667,0.0,0.011965812,0.0,0.0,1,1,3,3,0,0
3,346.0,1,15.2,29,1107.216667,0.006060606,0.006700972,69.91439226,0.0,2,2,5,2,0,0
0,0.0,0,0.0,35,806.125,0.012121212,0.024444444,0.0,0.0,1,1,4,2,0,0
0,0.0,1,1.0,93,4324.737073,0.021112782,0.034077383,0.0,1.0,3,2,1,5,1,0
5,56.8,0,0.0,3,27.2,0.0,0.033333333,0.0,0.0,2,2,6,2,0,0
0,0.0,0,0.0,7,499.5,0.0,0.033333333,0.0,0.8,2,4,1,5,0,0
2,67.0,0,0.0,8,533.3,0.0,0.016666667,0.0,0.0,3,2,9,2,0,0
10,398.5727115,1,132.0,24,985.0802412,0.00859375,0.028987132,0.0,0.0,3,2,1,3,1,0
3,96.0,0,0.0,12,175.175,0.02,0.031111111,0.0,0.0,3,2,8,2,0,0
1,21.0,0,0.0,31,945.6666667,0.006896552,0.010344828,0.0,0.0,2,2,1,4,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,7,1,1,0
2,29.75,0,0.0,44,1410.428571,0.008695652,0.026086957,0.0,0.0,2,2,1,8,1,0
0,0.0,0,0.0,20,447.5,0.02,0.04,0.0,0.0,2,2,1,1,0,0
11,344.1,2,477.6,57,1475.608427,0.01641791,0.030868963,10.45977002,0.0,1,1,3,1,0,0
0,0.0,0,0.0,5,131.5,0.04,0.093333333,0.0,0.6,1,1,1,1,0,0
4,46.4,0,0.0,128,5287.233333,0.0171875,0.034482887,14.984875,0.4,2,2,3,13,0,0
1,4.0,0,0.0,22,2706.375,0.002083333,0.039814815,0.0,0.0,4,2,1,2,0,0
